ID,images,time origin,amplitude,time delays,magnifications,redshift,noise level
5346,3,55000.0,0.073,[ 0.    8.11 18.97],[1.06 1.54 1.09],1.937,0.1368
5347,2,55000.0,0.0584,[0.   5.51],[1.98 1.94],1.1417,0.0511
5348,1,55000.0,0.0178,[0],[1.75],1.01,0.0577
5349,1,55000.0,0.0543,[0],[1.3],1.0017,0.0063
5350,1,55000.0,0.0114,[0],[1.95],1.5815,0.1239
5351,4,55000.0,0.0194,[ 0.    9.83 21.29 33.48],[1.46 1.01 1.25 1.58],1.0558,0.0589
5352,1,55000.0,0.0918,[0],[1.72],1.3097,0.0178
5353,4,55000.0,0.0133,[ 0.    7.07 18.61 26.05],[1.19 1.21 1.98 1.18],1.2697,0.0199
5354,3,55000.0,0.0865,[ 0.   14.01 25.22],[1.21 1.53 1.27],1.532,0.0787
5355,1,55000.0,0.0225,[0],[1.35],1.9509,0.156
5356,2,55000.0,0.0148,[ 0.  12.4],[1.66 1.44],1.66,0.1108
5357,3,55000.0,0.0262,[ 0.    6.36 15.33],[1.2  1.31 1.79],1.1725,0.0019
5358,3,55000.0,0.0333,[ 0.   12.27 19.65],[1.46 1.34 1.17],1.8196,0.1526
5359,1,55000.0,0.0356,[0],[1.95],1.8503,0.128
5360,3,55000.0,0.0303,[ 0.    9.72 20.02],[1.29 1.13 1.8 ],1.7538,0.104
5361,1,55000.0,0.0634,[0],[1.52],1.9466,0.0628
5362,4,55000.0,0.0008,[ 0.    7.05 17.73 26.33],[1.52 1.73 1.05 1.77],1.3941,0.0319
5363,1,55000.0,0.0016,[0],[1.8],1.1276,0.0027
5364,2,55000.0,0.0172,[ 0.   10.13],[1.39 1.19],1.713,0.0458
5365,1,55000.0,0.0986,[0],[1.76],1.7416,0.018
5366,2,55000.0,0.0518,[ 0.   11.12],[1.82 1.36],1.4591,0.1845
5367,1,55000.0,0.0023,[0],[1.06],1.4868,0.0999
5368,4,55000.0,0.0478,[ 0.   13.33 21.1  29.98],[1.46 1.38 1.59 1.94],1.9259,0.1939
5369,2,55000.0,0.0815,[ 0.   12.14],[1.83 1.88],1.4213,0.1736
5370,1,55000.0,0.0101,[0],[1.03],1.9711,0.1747
5371,2,55000.0,0.0896,[0.   6.62],[1.43 1.67],1.7268,0.1229
5372,2,55000.0,0.06,[0.   6.55],[1.58 1.97],1.0545,0.005
5373,4,55000.0,0.0994,[ 0.   11.65 18.35 32.55],[1.84 1.22 1.9  1.06],1.462,0.011
5374,2,55000.0,0.0838,[ 0.   12.06],[1.93 1.98],1.1532,0.1082
5375,1,55000.0,0.0677,[0],[1.24],1.1697,0.0054
5376,1,55000.0,0.0367,[0],[1.8],1.7699,0.194
5377,1,55000.0,0.0871,[0],[1.51],1.1236,0.0004
5378,4,55000.0,0.0587,[ 0.    7.85 18.08 29.58],[1.37 1.27 1.62 1.94],1.7705,0.0044
5379,1,55000.0,0.0054,[0],[1.76],1.7792,0.0709
5380,1,55000.0,0.0176,[0],[1.89],1.2541,0.1866
5381,1,55000.0,0.0928,[0],[1.16],1.2286,0.1152
5382,2,55000.0,0.0386,[0.   9.97],[1.5  1.16],1.1252,0.1567
5383,3,55000.0,0.0238,[ 0.   10.11 24.95],[1.51 1.7  1.58],1.658,0.084
5384,1,55000.0,0.0883,[0],[1.35],1.617,0.1872
5385,1,55000.0,0.047,[0],[1.57],1.2084,0.1882
5386,1,55000.0,0.0215,[0],[1.09],1.1619,0.1576
5387,1,55000.0,0.0625,[0],[1.86],1.8896,0.1645
5388,1,55000.0,0.0892,[0],[1.56],1.3907,0.1421
5389,1,55000.0,0.0023,[0],[1.68],1.7125,0.1073
5390,1,55000.0,0.0434,[0],[1.45],1.7626,0.1724
5391,1,55000.0,0.0979,[0],[1.22],1.3319,0.0141
5392,4,55000.0,0.0294,[ 0.    7.93 18.27 23.79],[1.82 1.39 1.28 1.68],1.0138,0.008
5393,1,55000.0,0.0272,[0],[1.94],1.3713,0.1261
5394,2,55000.0,0.0372,[0.   7.07],[1.31 1.76],1.041,0.1831
5395,1,55000.0,0.0674,[0],[1.78],1.59,0.1937
5396,1,55000.0,0.0198,[0],[1.47],1.1732,0.0885
5397,2,55000.0,0.082,[0.   7.51],[1.54 1.34],1.684,0.0169
5398,1,55000.0,0.0877,[0],[1.08],1.7645,0.1855
5399,3,55000.0,0.0393,[ 0.    9.29 15.84],[1.39 1.64 1.08],1.8827,0.1879
5400,3,55000.0,0.06,[ 0.    5.92 16.96],[1.61 1.73 1.54],1.861,0.058
5401,1,55000.0,0.0217,[0],[1.06],1.6437,0.1536
5402,1,55000.0,0.0415,[0],[1.06],1.4689,0.0088
5403,1,55000.0,0.0904,[0],[1.49],1.0168,0.1212
5404,2,55000.0,0.016,[ 0.   11.65],[1.63 1.37],1.8348,0.0459
5405,2,55000.0,0.0751,[ 0.   10.57],[1.36 1.74],1.0642,0.0555
5406,4,55000.0,0.0267,[ 0.   13.27 22.27 35.61],[1.89 1.96 1.59 1.48],1.7619,0.0837
5407,1,55000.0,0.0297,[0],[1.21],1.7981,0.1854
5408,3,55000.0,0.0336,[ 0.    6.67 20.67],[1.07 1.78 1.26],1.2465,0.048
5409,1,55000.0,0.0064,[0],[1.9],1.3874,0.0338
5410,1,55000.0,0.0144,[0],[1.95],1.577,0.0834
5411,3,55000.0,0.0923,[ 0.    8.8  22.98],[1.67 1.43 1.88],1.4632,0.1907
5412,1,55000.0,0.0138,[0],[1.73],1.5861,0.003
5413,1,55000.0,0.0097,[0],[1.03],1.269,0.158
5414,4,55000.0,0.068,[ 0.   13.01 26.06 35.92],[1.48 1.3  1.75 1.29],1.8228,0.1986
5415,1,55000.0,0.0957,[0],[1.86],1.3457,0.1696
5416,1,55000.0,0.0312,[0],[1.66],1.5016,0.0175
5417,1,55000.0,0.0979,[0],[1.65],1.2325,0.0989
5418,2,55000.0,0.0528,[ 0.   13.07],[1.16 1.39],1.2875,0.0073
5419,3,55000.0,0.052,[ 0.    7.31 16.43],[1.97 1.98 1.44],1.4184,0.028
5420,1,55000.0,0.0551,[0],[1.97],1.8754,0.1212
5421,1,55000.0,0.0588,[0],[1.57],1.0011,0.0668
5422,3,55000.0,0.0525,[ 0.   14.72 27.74],[1.2  1.58 1.48],1.3298,0.1365
5423,2,55000.0,0.0792,[ 0.   13.32],[1.8  1.19],1.6976,0.0325
5424,2,55000.0,0.0451,[0.   7.25],[1.94 1.6 ],1.6312,0.0763
5425,4,55000.0,0.0529,[ 0.    8.75 16.9  31.48],[1.45 1.14 1.8  1.96],1.0656,0.0266
5426,4,55000.0,0.0624,[ 0.    7.82 17.01 25.32],[1.66 1.83 1.55 1.61],1.9195,0.1681
5427,4,55000.0,0.0091,[ 0.    5.67 19.12 27.97],[1.1  1.39 1.54 1.45],1.6751,0.1247
5428,1,55000.0,0.0731,[0],[1.09],1.5716,0.1631
5429,1,55000.0,0.0611,[0],[1.22],1.5483,0.072
5430,1,55000.0,0.0508,[0],[1.28],1.1833,0.1951
5431,3,55000.0,0.032,[ 0.   14.27 25.45],[1.96 1.18 1.92],1.3906,0.0648
5432,1,55000.0,0.0552,[0],[1.62],1.7976,0.1822
5433,2,55000.0,0.0837,[ 0.   14.91],[1.05 1.29],1.6182,0.0652
5434,1,55000.0,0.0644,[0],[1.8],1.2364,0.0387
5435,1,55000.0,0.024,[0],[1.1],1.2737,0.0743
5436,3,55000.0,0.0029,[ 0.   13.64 22.49],[1.44 1.18 1.1 ],1.1395,0.1412
5437,4,55000.0,0.0477,[ 0.   11.09 21.03 31.91],[1.01 1.23 1.57 1.97],1.7474,0.1274
5438,1,55000.0,0.0928,[0],[1.53],1.4201,0.0246
5439,1,55000.0,0.019,[0],[1.41],1.5516,0.0168
5440,1,55000.0,0.0635,[0],[1.72],1.6722,0.0908
5441,3,55000.0,0.0955,[ 0.    6.08 21.  ],[1.13 1.42 1.3 ],1.0796,0.0537
5442,2,55000.0,0.0949,[0.   9.72],[1.44 1.34],1.9393,0.0108
5443,1,55000.0,0.0559,[0],[1.29],1.9007,0.0227
5444,4,55000.0,0.0549,[ 0.    7.52 14.33 24.79],[1.02 1.07 1.32 1.59],1.3745,0.0681
5445,4,55000.0,0.0949,[ 0.   14.08 27.24 37.85],[1.39 1.98 1.76 1.95],1.203,0.0902
5446,1,55000.0,0.0898,[0],[1.63],1.0394,0.1047
5447,4,55000.0,0.0938,[ 0.    5.67 17.87 24.38],[1.15 1.24 1.76 1.77],1.9726,0.0877
5448,4,55000.0,0.0132,[ 0.    8.16 22.57 31.9 ],[1.85 1.21 1.13 1.14],1.1533,0.0092
5449,4,55000.0,0.002,[ 0.   11.95 21.56 35.56],[1.3  1.18 1.05 1.73],1.5962,0.0418
5450,3,55000.0,0.0195,[ 0.   14.8  20.87],[1.65 1.19 1.75],1.3035,0.0481
5451,1,55000.0,0.0087,[0],[1.51],1.3112,0.0064
5452,1,55000.0,0.0521,[0],[1.45],1.2883,0.0986
5453,4,55000.0,0.0556,[ 0.   10.29 19.51 29.32],[1.59 1.99 1.31 1.22],1.4975,0.039
5454,4,55000.0,0.0621,[ 0.   13.45 20.05 25.93],[1.87 1.21 1.22 1.08],1.2847,0.1352
5455,1,55000.0,0.0159,[0],[1.64],1.6851,0.0442
5456,1,55000.0,0.0371,[0],[1.06],1.677,0.1522
5457,3,55000.0,0.0002,[ 0.   12.25 18.67],[1.23 1.03 1.78],1.9683,0.132
5458,3,55000.0,0.0863,[ 0.    5.01 14.84],[1.7  1.53 1.04],1.2486,0.0386
5459,1,55000.0,0.0688,[0],[1.23],1.6431,0.0562
5460,3,55000.0,0.0377,[ 0.    8.62 15.23],[1.9  1.07 1.87],1.6739,0.0481
5461,4,55000.0,0.0421,[ 0.    5.44 18.05 28.2 ],[1.03 1.33 1.26 1.32],1.3194,0.1346
5462,3,55000.0,0.0699,[ 0.    6.62 16.66],[1.47 1.93 1.53],1.3575,0.0152
5463,3,55000.0,0.0929,[ 0.    8.21 22.21],[1.95 1.88 1.77],1.5651,0.1664
5464,4,55000.0,0.0976,[ 0.   12.61 24.44 37.45],[1.97 1.6  1.99 1.02],1.9393,0.1039
5465,1,55000.0,0.0592,[0],[1.98],1.6005,0.1139
5466,1,55000.0,0.0414,[0],[1.76],1.6527,0.1603
5467,4,55000.0,0.0782,[ 0.   14.26 25.68 40.22],[1.77 1.51 1.49 1.6 ],1.8091,0.029
5468,2,55000.0,0.0898,[ 0.   13.67],[1.08 1.75],1.6739,0.1854
5469,3,55000.0,0.0559,[ 0.   14.17 19.59],[1.21 1.98 1.78],1.1626,0.078
5470,2,55000.0,0.0855,[0.   7.26],[1.19 1.  ],1.8347,0.1739
5471,3,55000.0,0.0144,[ 0.   10.05 22.05],[1.31 1.05 1.74],1.2012,0.195
5472,1,55000.0,0.0612,[0],[1.89],1.3693,0.1708
5473,1,55000.0,0.058,[0],[1.83],1.4194,0.1692
5474,1,55000.0,0.0456,[0],[1.78],1.4711,0.1874
5475,1,55000.0,0.0074,[0],[1.78],1.1991,0.0335
5476,4,55000.0,0.0019,[ 0.   10.82 17.34 27.3 ],[1.37 1.52 1.17 1.57],1.3102,0.1204
5477,3,55000.0,0.0326,[ 0.   12.63 18.45],[1.18 1.97 1.73],1.2927,0.0255
5478,1,55000.0,0.0131,[0],[1.35],1.5304,0.0183
5479,1,55000.0,0.0798,[0],[1.63],1.5689,0.1021
5480,1,55000.0,0.0927,[0],[1.8],1.2507,0.0738
5481,1,55000.0,0.0052,[0],[1.15],1.8927,0.1615
5482,1,55000.0,0.052,[0],[1.32],1.5874,0.1508
5483,1,55000.0,0.0865,[0],[1.51],1.271,0.0469
5484,4,55000.0,0.0649,[ 0.    8.25 17.56 29.58],[1.16 1.6  1.58 1.  ],1.3261,0.0556
5485,3,55000.0,0.0926,[ 0.   10.35 16.98],[1.93 1.77 1.85],1.552,0.0789
5486,4,55000.0,0.0831,[ 0.    6.66 17.23 31.01],[1.94 1.91 1.11 1.27],1.8807,0.1858
5487,1,55000.0,0.0296,[0],[1.32],1.945,0.1415
5488,4,55000.0,0.003,[ 0.    5.89 14.69 22.74],[1.02 1.16 1.21 1.6 ],1.4563,0.1924
5489,1,55000.0,0.072,[0],[1.53],1.5839,0.085
5490,1,55000.0,0.0363,[0],[1.73],1.8724,0.1209
5491,1,55000.0,0.0024,[0],[1.24],1.6563,0.1765
5492,3,55000.0,0.0114,[ 0.    7.02 15.78],[1.09 1.89 1.39],1.8008,0.0356
5493,2,55000.0,0.0899,[ 0.  11.3],[1.18 1.51],1.0651,0.0604
5494,1,55000.0,0.036,[0],[1.73],1.0536,0.0723
5495,1,55000.0,0.0666,[0],[1.88],1.8529,0.1275
5496,3,55000.0,0.0949,[ 0.   13.73 28.44],[1.56 1.07 1.2 ],1.6699,0.1958
5497,1,55000.0,0.0726,[0],[1.66],1.8179,0.0002
5498,4,55000.0,0.0744,[ 0.    6.32 17.4  25.09],[1.22 1.69 1.46 1.53],1.9772,0.0146
5499,3,55000.0,0.0452,[ 0.    6.51 13.75],[1.3  1.58 1.53],1.6706,0.0206
5500,2,55000.0,0.0793,[ 0.   13.27],[1.91 1.91],1.8513,0.1098
5501,1,55000.0,0.053,[0],[1.39],1.5082,0.1694
5502,1,55000.0,0.0538,[0],[1.32],1.6225,0.1011
5503,4,55000.0,0.0957,[ 0.   11.84 23.76 37.18],[1.67 1.88 1.27 1.84],1.4253,0.0931
5504,3,55000.0,0.0999,[ 0.    9.91 16.88],[1.99 1.37 1.29],1.9749,0.1282
5505,3,55000.0,0.0932,[ 0.   14.91 28.79],[1.13 1.17 1.03],1.1297,0.1598
5506,1,55000.0,0.0917,[0],[1.1],1.4601,0.1094
5507,1,55000.0,0.0954,[0],[1.57],1.3468,0.1295
5508,1,55000.0,0.0049,[0],[1.29],1.6966,0.0339
5509,1,55000.0,0.0211,[0],[1.75],1.2505,0.1902
5510,3,55000.0,0.0283,[ 0.   13.45 18.96],[1.43 1.64 1.4 ],1.8903,0.1111
5511,3,55000.0,0.0905,[ 0.   12.61 22.77],[1.44 1.8  1.79],1.3798,0.156
5512,2,55000.0,0.0499,[ 0.   12.57],[1.19 1.6 ],1.4047,0.1597
5513,1,55000.0,0.081,[0],[1.88],1.7875,0.1644
5514,1,55000.0,0.042,[0],[1.13],1.8344,0.1529
5515,1,55000.0,0.0057,[0],[1.1],1.7921,0.1613
5516,1,55000.0,0.0057,[0],[1.88],1.8407,0.1443
5517,4,55000.0,0.0601,[ 0.    6.92 14.66 27.72],[1.73 1.91 1.06 1.21],1.5063,0.0772
5518,4,55000.0,0.0081,[ 0.   10.49 21.01 27.26],[1.9  1.55 1.59 1.47],1.7869,0.0413
5519,1,55000.0,0.026,[0],[1.01],1.0785,0.1975
5520,1,55000.0,0.0508,[0],[1.75],1.8116,0.1009
5521,2,55000.0,0.0658,[0.   7.53],[1.52 1.55],1.0574,0.0482
5522,2,55000.0,0.087,[ 0.  12.9],[1.74 1.24],1.46,0.0512
5523,1,55000.0,0.0978,[0],[1.23],1.6351,0.0384
5524,4,55000.0,0.0025,[ 0.    9.05 18.59 28.81],[1.13 1.67 1.52 1.26],1.1767,0.0584
5525,3,55000.0,0.0728,[ 0.    8.45 17.36],[1.44 1.97 1.03],1.5985,0.0337
5526,4,55000.0,0.0189,[ 0.   14.01 28.31 33.81],[1.7  1.36 1.82 1.68],1.973,0.1184
5527,3,55000.0,0.0741,[ 0.   10.73 25.4 ],[1.36 1.79 1.15],1.9312,0.0755
5528,1,55000.0,0.0774,[0],[1.69],1.4174,0.1428
5529,4,55000.0,0.0971,[ 0.   11.54 18.12 27.64],[1.14 1.05 1.47 1.09],1.9582,0.0478
5530,1,55000.0,0.0486,[0],[1.6],1.5475,0.047
5531,4,55000.0,0.0105,[ 0.    7.92 20.43 30.39],[1.73 1.16 1.42 1.88],1.7829,0.1613
5532,1,55000.0,0.0482,[0],[1.95],1.7051,0.0329
5533,1,55000.0,0.0755,[0],[1.2],1.7407,0.149
5534,1,55000.0,0.0666,[0],[1.5],1.7341,0.0404
5535,1,55000.0,0.0316,[0],[1.35],1.2511,0.1065
5536,3,55000.0,0.0836,[ 0.    5.92 13.3 ],[1.53 1.68 1.51],1.8977,0.0271
5537,3,55000.0,0.0376,[ 0.   12.56 19.02],[1.18 1.11 1.38],1.4347,0.005
5538,1,55000.0,0.097,[0],[1.32],1.6408,0.0743
5539,1,55000.0,0.0153,[0],[1.83],1.0744,0.0581
5540,1,55000.0,0.0257,[0],[1.09],1.1254,0.1044
5541,1,55000.0,0.0419,[0],[1.14],1.2255,0.0919
5542,1,55000.0,0.0655,[0],[1.82],1.3802,0.1887
5543,4,55000.0,0.0641,[ 0.    8.09 13.09 19.42],[1.48 1.06 1.37 1.74],1.9945,0.1134
5544,1,55000.0,0.034,[0],[1.07],1.2959,0.1068
5545,4,55000.0,0.0982,[ 0.    6.75 19.13 29.93],[1.38 1.58 1.42 1.88],1.8403,0.0527
5546,1,55000.0,0.0633,[0],[1.98],1.7153,0.0038
5547,2,55000.0,0.0811,[ 0.   10.07],[1.59 1.64],1.8936,0.0361
5548,1,55000.0,0.0369,[0],[1.47],1.212,0.1974
5549,1,55000.0,0.0762,[0],[1.48],1.7511,0.1589
5550,1,55000.0,0.0758,[0],[1.44],1.4136,0.0548
5551,4,55000.0,0.0265,[ 0.    9.75 22.79 31.19],[1.33 1.87 1.49 1.84],1.1391,0.1733
5552,4,55000.0,0.0884,[ 0.    9.09 16.37 26.82],[1.28 1.64 1.67 1.31],1.5589,0.0444
5553,1,55000.0,0.0508,[0],[1.83],1.1022,0.1948
5554,1,55000.0,0.0583,[0],[1.1],1.789,0.1975
5555,4,55000.0,0.0109,[ 0.    9.66 14.9  21.6 ],[1.83 1.61 1.33 1.86],1.1448,0.1854
5556,1,55000.0,0.0704,[0],[1.91],1.5842,0.0733
5557,1,55000.0,0.0197,[0],[1.91],1.3477,0.1214
5558,1,55000.0,0.0661,[0],[1.53],1.5697,0.0455
5559,1,55000.0,0.0674,[0],[1.16],1.3649,0.0923
5560,2,55000.0,0.0868,[ 0.   12.63],[1.45 1.46],1.6282,0.1067
5561,1,55000.0,0.0724,[0],[1.08],1.1355,0.1197
5562,2,55000.0,0.0275,[0.  7.4],[1.78 1.95],1.1933,0.0663
5563,2,55000.0,0.0794,[ 0.   13.37],[1.63 1.84],1.0065,0.1758
5564,1,55000.0,0.0502,[0],[1.25],1.2598,0.1167
5565,1,55000.0,0.0493,[0],[1.1],1.9482,0.1998
5566,2,55000.0,0.0002,[0.   8.97],[1.66 1.31],1.8626,0.1668
5567,1,55000.0,0.002,[0],[1.39],1.7573,0.1213
5568,3,55000.0,0.0478,[ 0.   12.79 26.43],[1.   1.46 1.15],1.4015,0.1353
5569,1,55000.0,0.0943,[0],[1.88],1.6302,0.1852
5570,3,55000.0,0.0045,[ 0.   12.83 23.53],[1.63 1.03 1.92],1.2837,0.1099
5571,1,55000.0,0.0248,[0],[1.02],1.1646,0.1874
5572,3,55000.0,0.0385,[ 0.    6.69 18.3 ],[1.37 1.97 1.5 ],1.641,0.0125
5573,3,55000.0,0.0417,[ 0.    8.21 13.29],[1.59 1.14 1.4 ],1.4959,0.0541
5574,1,55000.0,0.0169,[0],[1.05],1.1528,0.1622
5575,1,55000.0,0.0472,[0],[1.45],1.089,0.1014
5576,1,55000.0,0.0776,[0],[1.98],1.001,0.1396
5577,1,55000.0,0.0774,[0],[1.26],1.642,0.0767
5578,3,55000.0,0.0364,[ 0.    7.51 14.99],[1.07 1.25 1.41],1.9211,0.0709
5579,1,55000.0,0.0245,[0],[1.3],1.2262,0.0787
5580,3,55000.0,0.0369,[ 0.    9.69 20.37],[1.16 1.46 1.23],1.2021,0.1104
5581,1,55000.0,0.0685,[0],[1.47],1.8633,0.1287
5582,2,55000.0,0.0471,[ 0.   13.98],[1.86 1.83],1.0557,0.0045
5583,1,55000.0,0.0871,[0],[1.17],1.1442,0.0076
5584,4,55000.0,0.039,[ 0.   12.59 17.62 32.59],[1.39 1.55 1.11 1.48],1.061,0.1272
5585,2,55000.0,0.0339,[0.  8.3],[1.47 1.89],1.6434,0.0058
5586,1,55000.0,0.0969,[0],[1.19],1.4207,0.0335
5587,1,55000.0,0.0553,[0],[1.32],1.415,0.1773
5588,1,55000.0,0.013,[0],[1.96],1.5413,0.0076
5589,2,55000.0,0.0149,[0.   7.59],[1.25 1.52],1.1657,0.1048
5590,1,55000.0,0.0801,[0],[1.36],1.4767,0.0515
5591,2,55000.0,0.0315,[0.   9.28],[1.1  1.53],1.7634,0.141
5592,2,55000.0,0.0861,[0.  8.8],[1.94 1.58],1.1303,0.0397
5593,3,55000.0,0.024,[ 0.    5.35 14.31],[1.9  1.39 1.08],1.0254,0.1835
5594,1,55000.0,0.0961,[0],[1.81],1.0964,0.1274
5595,4,55000.0,0.0141,[ 0.   12.48 18.01 29.01],[1.85 1.85 1.63 1.51],1.5659,0.005
5596,1,55000.0,0.0418,[0],[1.05],1.4245,0.1466
5597,2,55000.0,0.0047,[0.   6.73],[1.75 1.9 ],1.8111,0.0467
5598,1,55000.0,0.0785,[0],[1.85],1.7724,0.1722
5599,4,55000.0,0.0476,[ 0.   10.54 20.97 30.37],[1.64 1.25 1.66 1.61],1.6375,0.1749
5600,1,55000.0,0.0779,[0],[1.42],1.2397,0.2
5601,2,55000.0,0.0835,[ 0.   10.28],[1.84 1.83],1.2291,0.1619
5602,1,55000.0,0.0263,[0],[1.03],1.8379,0.0556
5603,1,55000.0,0.0064,[0],[1.79],1.4934,0.1989
5604,3,55000.0,0.0794,[ 0.   12.53 23.73],[1.09 1.21 1.3 ],1.6285,0.0794
5605,1,55000.0,0.0826,[0],[1.77],1.0686,0.0628
5606,1,55000.0,0.0388,[0],[1.26],1.781,0.0327
5607,1,55000.0,0.0772,[0],[1.98],1.0767,0.0068
5608,1,55000.0,0.0811,[0],[1.6],1.1447,0.0563
5609,3,55000.0,0.0974,[ 0.    6.89 20.69],[1.58 1.25 1.51],1.5618,0.0423
5610,1,55000.0,0.0896,[0],[1.06],1.45,0.0352
5611,4,55000.0,0.0979,[ 0.    8.63 17.73 26.63],[1.56 1.63 1.81 1.6 ],1.9015,0.1647
5612,3,55000.0,0.0305,[ 0.   12.61 21.73],[1.91 1.74 1.07],1.7946,0.0467
5613,1,55000.0,0.0997,[0],[1.67],1.7355,0.0941
5614,1,55000.0,0.0203,[0],[1.87],1.7022,0.0121
5615,1,55000.0,0.0072,[0],[1.02],1.4463,0.0361
5616,3,55000.0,0.0283,[ 0.   13.58 26.07],[1.23 1.56 1.17],1.5198,0.0495
5617,1,55000.0,0.0216,[0],[1.76],1.8227,0.1385
5618,1,55000.0,0.0903,[0],[1.37],1.7243,0.0268
5619,1,55000.0,0.004,[0],[1.05],1.4717,0.1333
5620,4,55000.0,0.0467,[ 0.   14.38 28.16 41.64],[1.15 1.93 1.72 1.66],1.1515,0.0313
5621,4,55000.0,0.006,[ 0.   11.72 17.1  31.61],[1.85 1.01 1.56 1.89],1.3936,0.1136
5622,4,55000.0,0.0684,[ 0.   14.17 22.65 30.32],[1.19 1.51 1.64 1.12],1.4285,0.1029
5623,1,55000.0,0.0301,[0],[1.52],1.8571,0.1582
5624,4,55000.0,0.0257,[ 0.    9.62 17.52 27.79],[1.82 1.23 1.47 1.11],1.888,0.0727
5625,4,55000.0,0.0685,[ 0.   10.83 22.84 36.33],[1.32 1.45 1.3  1.9 ],1.5942,0.0207
5626,4,55000.0,0.0479,[ 0.    6.9  18.98 26.74],[1.26 1.9  1.49 1.24],1.5836,0.1043
5627,4,55000.0,0.0068,[ 0.    8.54 23.23 34.86],[1.2  1.45 1.6  1.4 ],1.8566,0.0907
5628,1,55000.0,0.0024,[0],[1.31],1.0138,0.0757
5629,1,55000.0,0.022,[0],[1.94],1.0126,0.0677
5630,1,55000.0,0.0632,[0],[1.76],1.3501,0.0461
5631,2,55000.0,0.0466,[0.   9.04],[1.42 1.88],1.6513,0.111
5632,1,55000.0,0.0649,[0],[1.44],1.3377,0.0548
5633,2,55000.0,0.003,[ 0.   14.47],[1.71 1.18],1.7393,0.0968
5634,3,55000.0,0.0195,[ 0.    6.67 16.2 ],[1.71 1.47 1.97],1.9229,0.1944
5635,2,55000.0,0.0344,[ 0.   13.74],[1.27 1.96],1.6267,0.1104
5636,1,55000.0,0.0191,[0],[1.03],1.3874,0.0818
5637,3,55000.0,0.0871,[ 0.   14.   24.67],[1.55 1.26 1.21],1.442,0.0248
5638,1,55000.0,0.0506,[0],[1.62],1.6485,0.0923
5639,1,55000.0,0.0514,[0],[1.93],1.2484,0.1118
5640,3,55000.0,0.0702,[ 0.   12.85 20.54],[1.09 1.01 1.86],1.1771,0.0609
5641,2,55000.0,0.0184,[ 0.   13.84],[1.37 1.86],1.0274,0.1994
5642,1,55000.0,0.0516,[0],[1.56],1.7833,0.0881
5643,4,55000.0,0.0655,[ 0.   12.82 25.95 39.31],[1.72 1.27 1.4  1.01],1.3837,0.0761
5644,1,55000.0,0.0689,[0],[1.16],1.0444,0.153
5645,4,55000.0,0.0369,[ 0.    5.74 13.37 21.27],[1.45 1.19 1.8  1.52],1.9304,0.0931
5646,1,55000.0,0.0365,[0],[1.87],1.5228,0.1725
5647,1,55000.0,0.0231,[0],[1.99],1.9909,0.0383
5648,1,55000.0,0.0772,[0],[1.],1.4397,0.0812
5649,4,55000.0,0.0093,[ 0.    5.19 19.76 25.67],[1.41 1.85 1.33 1.35],1.3155,0.0148
5650,4,55000.0,0.0036,[ 0.    8.94 17.87 25.19],[1.07 1.55 1.14 1.31],1.0029,0.0248
5651,4,55000.0,0.0638,[ 0.   11.64 18.13 26.65],[1.15 1.1  1.34 1.15],1.6492,0.0498
5652,1,55000.0,0.0115,[0],[1.73],1.2448,0.1664
5653,1,55000.0,0.0379,[0],[1.57],1.0838,0.1922
5654,1,55000.0,0.025,[0],[1.17],1.7653,0.1982
5655,4,55000.0,0.0393,[ 0.   14.22 28.66 39.99],[1.38 1.26 1.18 1.57],1.4332,0.03
5656,2,55000.0,0.0216,[0.   9.12],[1.66 1.08],1.2689,0.1668
5657,1,55000.0,0.0221,[0],[1.75],1.6822,0.0729
5658,1,55000.0,0.0096,[0],[1.39],1.0453,0.1987
5659,1,55000.0,0.0225,[0],[1.55],1.89,0.0309
5660,4,55000.0,0.0123,[ 0.   11.37 25.42 39.57],[1.49 1.5  1.02 1.63],1.7829,0.0762
5661,2,55000.0,0.0794,[ 0.   10.06],[1.15 1.64],1.4838,0.1964
5662,2,55000.0,0.0299,[0.   7.13],[1.69 1.69],1.3541,0.0639
5663,1,55000.0,0.0618,[0],[1.54],1.7745,0.0564
5664,3,55000.0,0.0356,[ 0.    6.54 13.43],[1.7  1.2  1.68],1.2528,0.0095
5665,1,55000.0,0.043,[0],[1.11],1.8568,0.0291
5666,1,55000.0,0.0938,[0],[1.24],1.3461,0.0778
5667,3,55000.0,0.0045,[ 0.   10.2  16.11],[1.11 1.07 1.35],1.3023,0.0274
5668,1,55000.0,0.0888,[0],[1.47],1.9584,0.0101
5669,3,55000.0,0.096,[ 0.   14.69 27.13],[1.99 1.54 1.65],1.6866,0.1907
5670,1,55000.0,0.0605,[0],[1.44],1.0102,0.1286
5671,1,55000.0,0.0967,[0],[1.12],1.0391,0.0102
5672,3,55000.0,0.063,[ 0.    9.62 18.16],[1.88 1.01 1.08],1.3734,0.0604
5673,1,55000.0,0.0496,[0],[1.06],1.9891,0.0803
5674,1,55000.0,0.0017,[0],[1.96],1.9064,0.1963
5675,1,55000.0,0.0156,[0],[1.58],1.1653,0.1575
5676,1,55000.0,0.0998,[0],[1.44],1.6063,0.1099
5677,2,55000.0,0.0184,[0.   6.01],[1.39 1.55],1.3721,0.1216
